TRANS_ID,ID,Amount,TransactionDate,Is_First
184,78,64.6553322,01/02/2016,NO
185,79,96.99229689,01/04/1990,YES
186,79,62.24292728,01/06/2020,NO
187,80,88.05594648,01/04/1990,YES
188,81,260.7109136,01/04/1990,YES
189,81,105.5731117,01/05/1992,NO
190,81,5.459389603,01/08/2000,NO
191,82,163.2558666,01/04/1990,YES
192,82,23.99643722,01/01/2007,NO
193,83,123.789525,01/04/1990,YES
194,83,39.37838116,01/08/2019,NO
195,84,3.216371952,01/04/1990,YES
196,85,247.8454752,01/04/1990,YES
197,86,586.0697852,01/04/1990,YES
198,86,144.9234861,01/12/1991,NO
199,86,47.87526392,01/03/1992,NO
200,86,42.97687918,01/11/1996,NO
201,87,35.25589937,01/04/1990,YES
202,88,248.9341444,01/04/1990,YES
203,88,25.33781305,01/08/1996,NO
204,89,44.15965751,01/04/1990,YES
205,90,39.2198474,01/04/1990,YES
206,91,418.7079621,01/04/1990,YES
207,91,54.04395521,01/10/1992,NO
208,91,25.65200325,01/07/1993,NO
209,92,308.1541325,01/04/1990,YES
210,92,43.70794037,01/12/1992,NO
211,92,13.85308919,01/09/1998,NO
212,93,212.6728463,01/04/1990,YES
213,93,64.49791302,01/11/1997,NO
214,94,75.60959949,01/04/1990,YES
215,94,1.827466203,01/10/1990,NO
216,95,266.6154709,01/04/1990,YES
217,95,87.04062572,01/03/1992,NO
218,95,25.78665494,01/06/1995,NO
219,96,74.42869268,01/04/1990,YES
220,97,76.50074614,01/04/1990,YES
221,97,21.27165414,01/01/1991,NO
222,97,75.46292177,01/11/1994,NO
223,98,161.8366827,01/04/1990,YES
224,98,63.48218153,01/06/2001,NO
225,99,16.2803778,01/04/1990,YES
226,100,76.04233693,01/04/1990,YES
227,100,14.05126997,01/05/1993,NO
228,101,74.18240286,01/04/1990,YES
229,101,112.4605214,01/02/2006,NO
230,102,76.16815925,01/04/1990,YES
231,102,137.6120339,01/07/1992,NO
232,102,22.04784619,01/02/2004,NO
233,103,472.8757366,01/04/1990,YES
234,103,73.95279785,01/02/1990,NO
235,103,64.75623553,01/10/1990,NO
236,103,137.4038472,01/01/1993,NO
237,103,138.124118,01/06/1993,NO
238,104,32.74876277,01/04/1990,YES
239,105,13.31592481,01/04/1990,YES
240,106,39.77600433,01/04/1990,YES
241,107,13.49434009,01/04/1990,YES
242,108,230.2451658,01/04/1990,YES
243,108,3.431503849,01/12/2012,NO
244,109,196.5152187,01/04/1990,YES
245,109,56.31552393,01/03/1994,NO
246,110,79.72378147,01/04/1990,YES
247,111,283.4421634,01/04/1990,YES
248,111,44.46798146,01/10/2000,NO
249,112,83.99811014,01/04/1990,YES
250,112,33.64685103,01/03/2015,NO
251,113,212.8605591,01/04/1990,YES
252,113,48.87302737,01/10/1995,NO
253,114,393.5158987,01/04/1990,YES
254,114,56.5830466,01/08/1991,NO
255,114,48.64735332,01/03/1992,NO
256,114,71.55516638,01/06/1992,NO
257,114,53.07132137,01/09/1994,NO
258,115,30.37599598,01/04/1990,YES
259,116,206.2511993,01/04/1990,YES
260,116,2.057126632,01/05/2001,NO
261,117,232.816711,01/04/1990,YES
262,117,192.3817236,01/09/1993,NO
263,118,67.35639263,01/04/1990,YES
264,118,18.80947827,01/10/2019,NO
265,119,88.96006003,01/04/1990,YES
266,119,139.2296479,01/03/1994,NO
267,120,30.9563673,01/04/1990,YES
268,121,156.5689705,01/04/1990,YES
269,121,105.8387063,01/01/2004,NO
270,122,0.503883728,01/04/1990,YES
271,123,209.0026786,01/04/1990,YES
272,124,299.7455331,01/04/1990,YES
273,124,8.117707472,01/11/1992,NO
274,124,12.1191301,01/01/2014,NO
275,125,128.9300225,01/04/1990,YES
276,125,18.28400121,01/03/1994,NO
277,126,225.2050432,01/04/1990,YES
278,126,30.46288528,01/11/2015,NO
279,127,277.0592982,01/04/1990,YES
280,127,75.4322076,01/03/1990,NO
281,127,102.1429327,01/08/1990,NO
282,127,40.2437823,01/11/1995,NO
283,128,371.0865347,01/04/1990,YES
284,129,42.15974989,01/04/1990,YES
285,130,145.8321449,01/04/1990,YES
286,130,84.62050553,01/02/1996,NO
287,131,231.8991584,01/04/1990,YES
288,131,55.44118472,01/08/1994,NO
289,132,291.9275747,01/04/1990,YES
290,132,6.888922072,01/01/1995,NO
291,133,104.7814127,01/04/1990,YES
292,133,15.74790021,01/09/1992,NO
293,133,41.42880796,01/03/2005,NO
294,134,291.9242927,01/04/1990,YES
295,134,44.06903909,01/03/1991,NO
296,134,76.45189507,01/02/1992,NO
297,134,65.48392158,01/12/1992,NO
298,134,53.90056609,01/06/1993,NO
299,135,573.3227471,01/04/1990,YES
300,135,51.27132543,01/11/1990,NO
301,135,33.42520643,01/10/1991,NO
302,135,124.481712,01/01/1992,NO
303,135,40.70740798,01/08/1995,NO
304,136,445.755182,01/04/1990,YES
305,136,4.364792532,01/01/1991,NO
306,136,67.40444653,01/10/1992,NO
307,136,26.19219094,01/03/1993,NO
308,136,31.21851082,01/01/1994,NO
309,137,270.7290298,01/04/1990,YES
310,137,88.10898165,01/03/1992,NO
311,137,40.6696542,01/05/1992,NO
312,137,72.54761454,01/10/1996,NO
313,138,215.5982738,01/04/1990,YES
314,138,93.70217291,01/11/2006,NO
315,139,114.2807037,01/04/1990,YES
316,139,1.419265553,01/06/2017,NO
317,140,360.7965212,01/04/1990,YES
318,140,5.651206052,01/05/1990,NO
319,140,14.24718855,01/03/2014,NO
320,141,345.6299376,01/04/1990,YES
321,141,88.91236659,01/03/2018,NO
322,142,152.3705167,01/04/1990,YES
323,142,109.8715205,01/09/1993,NO
324,143,23.03650685,01/04/1990,YES
325,144,32.56089252,01/04/1990,YES
326,145,159.8304719,01/04/1990,YES
327,145,19.4720682,01/09/1993,NO
328,146,28.69450689,01/04/1990,YES
329,147,46.87740169,01/04/1990,YES
330,148,134.1390911,01/04/1990,YES
331,148,54.99161947,01/03/2005,NO
332,149,157.0866038,01/04/1990,YES
333,149,88.8273322,01/05/1999,NO
334,150,183.8304574,01/04/1990,YES
335,150,29.402071,01/11/2019,NO
336,151,15.26213711,01/04/1990,YES
337,152,196.4882174,01/04/1990,YES
338,152,79.88939343,01/06/1999,NO
339,153,64.65389819,01/04/1990,YES
340,153,111.2644157,01/05/1991,NO
341,153,54.28587109,01/09/2003,NO
342,154,543.6041428,01/04/1990,YES
343,154,49.44579373,01/02/1991,NO
344,154,16.08375093,01/02/1993,NO
345,154,3.637435388,01/05/1994,NO
346,155,196.3956299,01/04/1990,YES
347,155,56.96840196,01/05/1992,NO
348,155,107.4920791,01/08/2014,NO
349,156,16.6187918,01/04/1990,YES
350,157,1.756911282,01/04/1990,YES
351,158,257.1173612,01/04/1990,YES
352,159,92.44400378,01/04/1990,YES
353,159,25.41641638,01/10/2009,NO
354,160,10.65035259,01/04/1990,YES
355,161,318.8063434,01/04/1990,YES
356,162,284.8979061,01/04/1990,YES
357,162,139.0444243,01/10/1993,NO
358,163,417.6452483,01/04/1990,YES
359,163,51.75003657,01/10/1990,NO
360,163,100.4891876,01/11/1990,NO
361,163,103.8402085,01/03/1992,NO
362,163,95.12683605,01/02/1994,NO
363,164,286.2461161,01/04/1990,YES
364,164,85.08129555,01/11/1998,NO
365,165,45.65152221,01/04/1990,YES
366,166,157.1522503,01/04/1990,YES
367,166,36.34053797,01/10/1993,NO
368,167,325.9203453,01/04/1990,YES
369,167,25.67786305,01/08/2005,NO
370,168,406.2270766,01/04/1990,YES
371,168,93.84479597,01/09/1993,NO
372,169,32.26571764,01/04/1990,YES
373,170,2.016851494,01/07/1990,YES
374,171,251.2422844,01/07/1990,YES
375,171,28.22514589,01/10/1998,NO
376,172,112.1254325,01/07/1990,YES
377,172,35.73087647,01/10/1991,NO
378,172,156.0478512,01/08/2002,NO
379,173,123.2997606,01/07/1990,YES
380,173,94.92689489,01/11/1992,NO
381,173,52.63657616,01/05/1993,NO
382,173,122.9872955,01/06/2001,NO
383,174,237.6699857,01/07/1990,YES
384,174,109.8927443,01/09/2005,NO
385,175,87.0206449,01/07/1990,YES
386,175,64.33607447,01/05/2003,NO
387,176,11.30283457,01/07/1990,YES
388,177,71.68063132,01/07/1990,YES
389,177,33.13316751,01/02/1992,NO
390,178,466.9563003,01/07/1990,YES
391,178,63.19270821,01/09/1990,NO
392,178,2.966634193,01/02/1990,NO
393,178,40.06292354,01/09/1990,NO
394,178,22.50770787,01/01/1992,NO
395,178,37.02234108,01/09/1994,NO
396,179,108.642041,01/07/1990,YES
397,179,13.73750034,01/09/2002,NO
398,180,131.6455772,01/07/1990,YES
399,180,1.794692485,01/08/2006,NO
400,181,70.85686494,01/07/1990,YES
401,181,6.558189087,01/05/1999,NO
402,182,465.6771719,01/07/1990,YES
403,182,135.740107,01/11/1993,NO
404,183,71.53113052,01/07/1990,YES
405,183,86.86266782,01/01/1992,NO
406,183,20.60063915,01/03/1992,NO
407,183,13.50951003,01/05/1992,NO
408,183,62.61846596,01/05/2000,NO
409,184,173.3397662,01/07/1990,YES
410,185,181.0000548,01/07/1990,YES
411,185,81.79340029,01/01/1990,NO
412,185,144.7219895,01/06/1999,NO
413,186,173.767254,01/07/1990,YES
414,186,104.7405091,01/08/1999,NO
415,187,362.1456637,01/07/1990,YES
416,187,16.10687474,01/11/1995,NO
417,188,189.3380218,01/07/1990,YES
418,188,5.40012318,01/05/1996,NO
419,189,169.1083748,01/07/1990,YES
420,189,61.72573768,01/09/2003,NO
421,190,85.14370565,01/07/1990,YES
422,190,4.608736493,01/03/2015,NO
423,191,88.73359839,01/07/1990,YES
424,191,45.63846405,01/06/2010,NO
425,192,104.3258445,01/07/1990,YES
426,192,26.82983814,01/08/1991,NO
427,192,71.05219626,01/03/1995,NO
428,193,13.03241186,01/07/1990,YES
429,194,248.6050564,01/07/1990,YES
430,194,41.54697625,01/12/2005,NO
431,195,252.5952812,01/07/1990,YES
432,195,42.25147194,01/02/1991,NO
433,195,46.74745134,01/08/1998,NO
434,196,123.5153423,01/07/1990,YES
435,196,10.13433577,01/02/2007,NO
436,197,63.97004264,01/07/1990,YES
437,197,97.49801014,01/11/1998,NO
438,198,107.5323086,01/07/1990,YES
439,198,116.9244214,01/01/1998,NO
440,199,70.04473507,01/07/1990,YES
441,199,75.70505976,01/03/2003,NO
442,200,311.6957933,01/07/1990,YES
443,200,40.95511979,01/03/1993,NO
444,200,120.3368246,01/11/2002,NO
445,201,149.2091301,01/07/1990,YES
446,201,29.5216994,01/01/1999,NO
447,202,59.94671111,01/07/1990,YES
448,202,31.48491786,01/11/1990,NO
449,202,38.51901659,01/09/1996,NO
450,203,223.9521435,01/07/1990,YES
451,204,87.48863492,01/07/1990,YES
452,204,18.76449517,01/11/2002,NO
453,205,63.68921046,01/07/1990,YES
454,206,510.469641,01/07/1990,YES
455,206,108.4915239,01/06/1993,NO
456,206,43.72050598,01/11/1994,NO
457,207,117.8247602,01/07/1990,YES
458,207,3.349811114,01/05/1997,NO
459,208,15.48968691,01/07/1990,YES
460,209,167.5752569,01/07/1990,YES
461,209,105.5458861,01/10/1993,NO
462,210,14.24560137,01/07/1990,YES
463,211,90.16889944,01/07/1990,YES
464,211,99.60901768,01/10/2006,NO
465,212,101.36804,01/07/1990,YES
466,212,83.65350791,01/02/2014,NO
467,213,131.6353211,01/07/1990,YES
468,213,62.91316581,01/12/2003,NO
469,214,219.4149376,01/07/1990,YES
470,214,48.12386457,01/06/1993,NO
471,214,84.87930345,01/01/2021,NO
472,215,160.1293709,01/07/1990,YES
473,215,60.89706953,01/12/1991,NO
474,215,92.78243187,01/09/2008,NO
475,216,103.0534021,01/07/1990,YES
476,216,20.88000731,01/10/1991,NO
477,216,66.36344338,01/09/1999,NO
478,217,143.6176251,01/07/1990,YES
479,217,107.820327,01/08/1994,NO
480,218,196.7177356,01/07/1990,YES
481,219,250.2571304,01/07/1990,YES
482,219,42.00742705,01/11/2010,NO
483,220,108.2595433,01/07/1990,YES
484,220,104.4564759,01/06/1997,NO
485,221,193.0978127,01/07/1990,YES
486,221,104.5981526,01/06/1990,NO
487,221,182.2945112,01/03/1996,NO
488,222,47.2404948,01/07/1990,YES
489,223,112.1778433,01/07/1990,YES
490,223,148.9844273,01/09/1992,NO
491,223,49.92811693,01/07/2016,NO
492,224,1.543329284,01/07/1990,YES
493,225,269.4272619,01/07/1990,YES
494,226,139.5427359,01/07/1990,YES
495,226,24.56780717,01/06/1995,NO
496,227,188.5794864,01/07/1990,YES
497,227,42.97117181,01/06/1996,NO
498,228,193.2795097,01/07/1990,YES
499,228,17.49816241,01/03/2001,NO
500,229,424.0518686,01/07/1990,YES
501,229,134.7847709,01/10/1992,NO
502,229,27.04365461,01/09/1993,NO
503,230,66.97048216,01/07/1990,YES
504,230,5.434676686,01/08/2016,NO
505,231,374.1829162,01/07/1990,YES
506,231,116.6861924,01/01/2005,NO
507,232,364.9357184,01/07/1990,YES
508,232,13.58456909,01/08/2005,NO
509,233,54.27332713,01/07/1990,YES
510,233,44.32410625,01/09/1995,NO
511,234,53.2783656,01/07/1990,YES
512,234,75.85886874,01/05/1999,NO
513,235,34.35797776,01/07/1990,YES
514,236,126.8291165,01/07/1990,YES
515,236,119.0031114,01/05/1995,NO
516,237,229.1976233,01/07/1990,YES
517,237,24.57100063,01/11/1992,NO
518,237,3.849607934,01/02/2005,NO
519,238,210.5367018,01/07/1990,YES
520,238,16.34133247,01/09/1990,NO
521,238,104.4867508,01/10/2006,NO
522,239,337.8332329,01/07/1990,YES
523,239,28.09975402,01/05/2007,NO
524,240,325.2200565,01/07/1990,YES
525,240,19.83233023,01/01/1991,NO
526,240,6.43488499,01/02/2020,NO
527,241,11.98459791,01/07/1990,YES
528,242,24.97684994,01/07/1990,YES
529,243,210.3161886,01/07/1990,YES
530,243,18.87877078,01/09/2007,NO
531,244,166.7485174,01/07/1990,YES
532,244,34.10705188,01/08/1990,NO
533,244,33.35862749,01/10/1996,NO
534,245,70.78907131,01/07/1990,YES
535,245,121.9392444,01/05/2019,NO
536,246,301.3999676,01/07/1990,YES
537,247,99.99511796,01/07/1990,YES
538,247,48.48510613,01/10/2009,NO
539,248,403.8832347,01/07/1990,YES
540,248,37.78254542,01/02/1991,NO
541,248,163.0782939,01/06/1992,NO
542,248,18.33241521,01/06/1992,NO
543,248,12.44121907,01/12/1992,NO
544,248,102.2635609,01/08/1993,NO
545,249,293.5222898,01/07/1990,YES
546,249,43.95825314,01/09/2010,NO
547,250,81.4645998,01/07/1990,YES
548,250,18.50875726,01/09/1992,NO
549,250,53.84263343,01/02/2000,NO
550,251,179.7890465,01/07/1990,YES
551,251,138.6190439,01/10/1992,NO
552,251,67.84195216,01/02/1996,NO
553,252,10.3202162,01/07/1990,YES
554,253,55.22284498,01/07/1990,YES
555,253,104.939769,01/01/2001,NO
556,254,32.82207391,01/07/1990,YES
557,255,49.33278676,01/07/1990,YES
558,256,244.223735,01/07/1990,YES
559,257,87.84189517,01/07/1990,YES
560,257,100.3068157,01/06/1994,NO
561,258,69.8664776,01/07/1990,YES
562,258,22.56598173,01/05/2004,NO
563,259,45.74574713,01/07/1990,YES
564,260,229.2658416,01/07/1990,YES
565,260,57.74965363,01/01/1995,NO
566,261,15.84828909,01/07/1990,YES
567,262,204.3920814,01/07/1990,YES
568,262,123.6678776,01/06/2013,NO
569,263,180.3414979,01/07/1990,YES
570,263,26.13544926,01/09/2021,NO
571,264,120.4498732,01/07/1990,YES
572,265,381.8262801,01/07/1990,YES
573,266,143.6474343,01/07/1990,YES
574,266,73.81524806,01/03/2007,NO
575,267,182.6843704,01/07/1990,YES
576,267,95.80095528,01/12/2017,NO
577,268,102.8588969,01/07/1990,YES
578,268,11.39226707,01/06/2008,NO
579,269,305.2841002,01/07/1990,YES
580,269,29.37397698,01/03/2001,NO
581,270,229.1560432,01/07/1990,YES
582,270,78.55728286,01/06/1996,NO
583,271,209.3997072,01/07/1990,YES
584,271,12.10305018,01/09/1993,NO
585,272,34.9515552,01/07/1990,YES
586,273,11.90199079,01/07/1990,YES
587,274,104.9620972,01/07/1990,YES
588,274,66.96535105,01/11/1999,NO
589,275,612.2217195,01/07/1990,YES
590,275,44.47116028,01/06/1993,NO
591,275,125.1461182,01/12/1993,NO
592,276,270.6838668,01/07/1990,YES
593,276,42.92609788,01/01/2011,NO
594,277,258.0898448,01/07/1990,YES
595,277,7.005612843,01/02/2000,NO
596,278,38.09399806,01/07/1990,YES
597,279,33.39994088,01/07/1990,YES
598,280,41.7930302,01/07/1990,YES
599,281,44.18421053,01/07/1990,YES
600,282,323.4808334,01/07/1990,YES
601,282,0.453167628,01/05/2003,NO
602,283,200.8804055,01/07/1990,YES
603,283,5.093628893,01/05/1999,NO
604,284,307.2179326,01/07/1990,YES
605,284,76.49136745,01/09/1995,NO
606,285,304.3560148,01/07/1990,YES
607,285,34.02366259,01/09/1991,NO
608,285,1.92118126,01/05/1993,NO
609,285,118.9367088,01/06/1999,NO
610,286,117.962184,01/07/1990,YES
611,287,209.5339078,01/07/1990,YES
612,287,92.56597437,01/01/1992,NO
613,287,44.95291305,01/08/2005,NO
614,288,8.031589402,01/07/1990,YES
615,289,59.1301787,01/07/1990,YES
616,289,40.12451533,01/10/1998,NO
617,290,142.6423725,01/07/1990,YES
618,290,133.922972,01/08/2005,NO
619,291,15.31292305,01/07/1990,YES
620,292,122.7704612,01/07/1990,YES
621,292,121.4050641,01/06/1997,NO
622,293,375.5207637,01/07/1990,YES
623,293,91.76130587,01/01/2008,NO
624,294,168.8655028,01/07/1990,YES
625,294,132.9901677,01/06/1996,NO
626,295,135.7142617,01/07/1990,YES
627,295,105.7130465,01/03/1993,NO
628,295,98.75958254,01/11/2018,NO
629,296,47.50400877,01/07/1990,YES
630,297,281.151517,01/07/1990,YES
631,297,70.92851518,01/12/1996,NO
632,298,354.5510795,01/07/1990,YES
633,298,39.25367122,01/06/2004,NO
634,299,84.3695812,01/07/1990,YES
635,299,132.4679148,01/02/1992,NO
636,300,190.3745416,01/07/1990,YES
637,300,7.178638065,01/05/1994,NO
638,301,50.68100147,01/07/1990,YES
639,302,495.6409753,01/07/1990,YES
640,302,37.60279622,01/08/1992,NO
641,302,96.94574718,01/06/1992,NO
642,302,87.20064357,01/12/1994,NO
643,303,43.1213965,01/07/1990,YES
644,304,220.8790081,01/07/1990,YES
645,304,118.5465214,01/03/2014,NO
646,305,14.39804438,01/07/1990,YES
647,306,150.223847,01/07/1990,YES
648,306,81.23708684,01/06/1994,NO
649,307,115.285098,01/07/1990,YES
650,307,57.53910924,01/02/1995,NO
651,308,42.9653695,01/07/1990,YES
652,309,23.48772884,01/07/1990,YES
653,310,316.5429509,01/07/1990,YES
654,310,77.60344518,01/09/1999,NO
655,311,161.3961854,01/07/1990,YES
656,311,64.54029688,01/01/1999,NO
657,312,74.45860566,01/07/1990,YES
658,313,58.51601986,01/07/1990,YES
659,314,290.9848029,01/07/1990,YES
660,314,15.91924276,01/08/2000,NO
661,315,80.46065992,01/07/1990,YES
662,315,73.1293722,01/03/1997,NO
663,316,249.8760894,01/07/1990,YES
664,316,56.86028953,01/06/2006,NO
665,317,44.59684936,01/07/1990,YES
666,318,136.8412427,01/07/1990,YES
667,318,25.73284879,01/05/2001,NO
668,319,534.5552297,01/07/1990,YES
669,319,25.20230601,01/01/1990,NO
670,319,112.9755596,01/02/1991,NO
671,319,68.08249487,01/01/1994,NO
672,320,82.2825336,01/07/1990,YES
673,320,132.5552963,01/01/2005,NO
674,321,232.735185,01/07/1990,YES
675,321,44.26930073,01/09/2001,NO
676,322,287.2861377,01/07/1990,YES
677,322,96.85207306,01/08/2005,NO
678,323,215.6162033,01/07/1990,YES
679,323,70.01040084,01/12/1993,NO
680,324,13.81264215,01/07/1990,YES
681,325,301.3194038,01/07/1990,YES
682,325,137.9872084,01/05/2000,NO
683,326,132.1311116,01/07/1990,YES
684,326,25.30491158,01/05/2001,NO
685,327,25.37048507,01/07/1990,YES
686,328,112.3849808,01/07/1990,YES
687,328,4.888176126,01/06/1994,NO
688,329,104.8158057,01/07/1990,YES
689,329,49.10193371,01/08/2005,NO
690,330,59.01224209,01/07/1990,YES
691,330,33.30121062,01/02/2002,NO
692,331,237.4107092,01/07/1990,YES
693,332,252.0963545,01/07/1990,YES
694,332,53.30666512,01/11/2008,NO
695,333,29.55174953,01/07/1990,YES
696,334,97.24219378,01/07/1990,YES
697,334,21.70541278,01/11/1994,NO
698,335,188.7439951,01/07/1990,YES
